Bio ID,First,Middle,Last,District: Address,District: Phone,District: Fax,Initial 
A000022,Gary,L.,Ackerman,"218-14 Northern Boulevard Bayside, New York 11361",(718) 423-2154, (718) 423-5053 
K000362,Steve,,King,"208 West Taylor Street Creston, Iowa 50801",(641) 782-2495,(641) 782-2497 
K000362,Steve,,King,"526 Nebraska Street Sioux City, Iowa 51101",(712) 224-4692, (712) 224-4693 
K000362,Steve,,King,"306 North Grand Avenue Spencer, Iowa 51301",(712) 580-7754,(712) 580-3354 
K000362,Steve,,King,"800 Oneida Street, Suite A Storm Lake, Iowa 50588",(712) 732-4197,(712) 732-4217 
K000220,Jack,,Kingston,"1 Diamond Causeway, Suite 7 Savannah, Georgia 31406", (912) 352-0101,(912) 352-0105 
K000220,Jack,,Kingston,"805 Gloucester Street, #304 Brunswick, Georgia 31520",(912) 265-9010,(912) 265-9013 
K000220,Jack,,Kingston,"PO Box 40 Baxley, Georgia 31515",(912) 367-7403, (912) 367-7404 
K000220,Jack,,Kingston,"401 North Patterson Street, Second Floor, Room 215 Valdosta, Georgia 31601",(229) 247-9188,(229) 247-9189 
K000378,Adam,,Kinzinger,"2701 Black Road, Suite 201 Joliet, Illinois 60435",(815) 729-2308,(815) 729-2734 
K000360,	 Mark,,Kirk	 ,"230 South Dearborn, Suite 3900 Chicago, Illinois 60604",(312) 886-3506,(312) 886-2117 
K000360,	 Mark,,Kirk	 ,"607 East Adams, Suite 1520 Springfield, Illinois 62701",(217) 492-5089,(217) 492-5099 
K000369,Larry,,Kissell,"325 McGill Avenue, Suite 500 Concord, North Carolina 28027",(704) 786-1612, (704) 782-1004 
K000369,Larry,,Kissell,"230 East Franklin Street Rockingham, North Carolina 28379",(910) 997-2070,(910) 997-7987 
K000369,Larry,,Kissell,"6257 Raeford Road, Suite 2 Fayetteville, North Carolina 28304",(910) 920-2070,(910) 920-2069 
K000363,John,,Kline,"101 West Burnsville Parkway, Suite 201 Burnsville, Minnesota 55337",(952) 808-1213,(952) 808-1261 
K000367,	 Amy,,Klobuchar	 ,"1200 Washington Avenue South, Suite 250 Minneapolis, Minnesota 55415",(612) 727-5220,(612) 727-5223 
K000367,	 Amy,,Klobuchar	 ,"1134 7th Street, NW Rochester, Minnesota 55901",(507) 288-5321,(507) 288-2922 
K000367,	 Amy,,Klobuchar	 ,"121 4th Street South Moorhead, Minnesota 56560",(218) 287-2219,(218) 287-2930 
K000367,	 Amy,,Klobuchar	 ,"820 9th Street North, Olcott Plaza, Suite 105 Virginia, Minnesota 55792",(218) 741-9690,(218) 741-3692 
K000305,	 Herb,,Kohl	 ,"310 West Wisconsin Avenue, Suite 950 Milwaukee, Wisconsin 53203",(414) 297-4451,(414) 297-4455 
K000305,	 Herb,,Kohl	 ,"14 West Mifflin Street, Suite 207 Madison, Wisconsin 53703",(608) 264-5338,(608) 264-5473 
K000305,	 Herb,,Kohl	 ,"402 Graham Avenue, Suite 206 Eau Claire, Wisconsin 54701", (715) 832-8424,(715) 832-8492 
K000305,	 Herb,,Kohl	 ,"4321 West College Avenue, Suite 370 Appleton, Wisconsin 54914",(920) 738-1640,(920) 738-1643 
K000305,	 Herb,,Kohl	 ,"205 5th Avenue South, Room 216 La Crosse, Wisconsin 54601",(608) 796-0045,(608) 796-0089 
K000336,Dennis,J.,Kucinich,"14400 Detroit Avenue Lakewood, Ohio 44107",(216) 228-8850,(216) 228-6465 
K000336,Dennis,J.,Kucinich,"Parmatown Mall, 7904 Day Drive Parma, Ohio 44129",(440) 845-2707,(440) 845-2743 
K000352,	 Jon,,Kyl	 ,"2200 East Camelback, Suite 120 Phoenix, Arizona 85016-1891", (602) 840-1891,(602) 957-6838 
K000352,	 Jon,,Kyl	 ,"6840 North Oracle Road, Suite 150 Tucson, Arizona 85704",(520) 575-8633,(520) 797-3232 
L000573,Raúl,R.,Labrador,"1115 Albany Street Caldwell, Idaho 83605",(208) 454-5518,(208) 667-0310 
L000573,Raúl,R.,Labrador,"1250 Ironood Drive, #243  Coeur d'Alene, Idaho 83814",(208) 667-0127,(208) 667-0310 
L000573,Raúl,R.,Labrador,"310 Main Street Lewiston, Idaho 83501",(208) 743-1388,(208) 743-0247 
L000573,Raúl,R.,Labrador,"33 East Broadway Avenue Meridian, Idaho 83642", (208) 888-3188,(208) 888-0894 
L000564,Doug,,Lamborn,"1271 Kelly Johnson Boulevard, Suite 110 Colorado Springs, Colorado 80920",(719) 520-0055,(719) 520 0840 
L000564,Doug,,Lamborn,"Buena Vista Office: 415 Main Street Buena Vista, Colorado 81211", (719) 520-0055,(719) 520-0840 
L000567,Leonard,,Lance,"425 North Avenue East Westfield, New Jersey 07090",(908) 518-7733,(908) 518-7751 
L000567,Leonard,,Lance,"23 Royal Road, Suite 101 Flemington, New Jersey 08822",(908) 788-6900,(908) 788-2869 
L000550,	 Mary ,,Landrieu	 ,"707 Florida Street, #326 Baton Rouge, Louisiana 70801",(225) 389-0395,(225) 389-0660 ,ED
L000550,	 Mary ,,Landrieu	 ,"500 Poydras Street, #1005 New Orleans, Louisiana 70130",(504) 589-2427,(504) 589-4023 
L000550,	 Mary ,,Landrieu	 ,"300 Fannin Street, #2240 Shreveport, Louisiana 71101-3086",(318) 676-3085,(318) 676-3100 
L000550,	 Mary ,,Landrieu	 ,"Hibernia Tower, One Lakeshore Drive, #1260 Lake Charles, Louisiana 70629",(337) 436-6650,(337) 439-3762 
L000574,Jeffrey,M.,Landry,"423 Lafayette Street, Suite 107 Houma, Louisiana 70360",(985) 879-2300,(985) 879-2306 
L000574,Jeffrey,M.,Landry,"301 East St. Peter Street, Suite 102 New Iberia, Louisiana 70560",(337) 359-9080, (337) 359-9090 
L000559,James,R.,Langevin,"300 Centerville Road, Suite 200 S Warwick, Rhode Island 02886",(401) 732-9400, (401) 737-2982 
L000575,James,,Lankford,"1015 North Broadway, Suite 310 Oklahoma City, Oklahoma 73102",(405) 234-9900,(405) 234-9909 
L000560,Rick,,Larsen,"2930 Wetmore Avenue, Suite 9F Everett, Washington 98201",(425) 252-3188,(425) 252-6606 
L000560,Rick,,Larsen,"119 North Commercial Street, Suite 1350 Bellingham, Washington 98225",(360) 733-4500,(360) 733-5144 
L000557,John,B.,Larson,"221 Main Street, 2nd Floor Hartford, Connecticut 06106",(860) 278-8888,(860) 278-2111 
L000111,Tom,,Latham,"1421 South Bell Avenue, Suite 108A Ames, Iowa 50010",(515) 232-2885,(515) 232-2844 
L000111,Tom,,Latham,"1426 Central Avenue, Suite A Ft. Dodge, Iowa 50501",(515) 573-2738,(515) 576-7141 
L000111,Tom,,Latham,"812 Highway 18 East, P.O. Box 532 Clear Lake, Iowa 50428",(641) 357-5225,(641) 357-5226 
L000553,Steven,C.,LaTourette,"One Victoria Place, #320 Painesville, Ohio 44077",(440) 352-3939,(440) 352-3622 
L000553,Steven,C.,LaTourette,"10075 Ravenna Road Twinsburg, Ohio 44087",(330) 425-9291,(330) 425-7071 
L000566,Robert,E.,Latta,"11 East Main Street Norwalk, Ohio 44857",(419) 668-0206,(800) 278-8203 
L000566,Robert,E.,Latta,"101 Clinton Street, Suite 1200 Defiance, Ohio 43512",(419) 782-1996,(800) 278-8203 
L000566,Robert,E.,Latta,"1045 North Main Street, Suite 6 Bowling Green, Ohio 43402-1361",(419) 354-8700,(800) 278-8203 
L000123,	 Frank ,,Lautenberg	,"1 Gateway Center, 23rd Floor Newark, New Jersey 07102",(973) 639-8700,(973) 639-8723 
L000123,	 Frank ,,Lautenberg	,"One Port Center, 2 Riverside Drive, Suite 505 Camden, New Jersey 08101",(856) 338-8922,(856) 338-8936 
L000174,	 Patrick ,,Leahy	,"199 Main Street, 4th Floor Burlington, Vermont 05401",(802) 863-2525
L000174,	 Patrick ,,Leahy	,"P.O. Box 933, 87 State Street, Room 338 Montpelier, Vermont 05602",(802) 229-0569,(802) 229-1915
L000551,Barbara,,Lee,"1301 Clay Street, Suite 1000N Oakland, California 94612",(510) 763-0370,(510) 763-6538 
L000577,	 Mike,,Lee	 ,"Salt Lake City Office: 125 South State, Suite 4225 Salt Lake City, Utah 84138",(801) 524-5933
L000577,	 Mike,,Lee	 ,"324 25th Street, Suite 1410 Ogden, Utah 84401",(801) 625-5676
L000577,	 Mike,,Lee	 ,"196 East Tabernacle, Suite 21 St. George, Utah 84770",(435) 628-5514
L000263,Sander,M.,Levin,"27085 Gratiot Avenue Roseville, Michigan 48066",(586) 498-7122,(586) 498-7123 
L000261,	 Carl,,Levin	 ,"477 Michigan Avenue, Suite 1860 Detroit, Michigan 48226",(313) 226-6020,(313) 226-6948 
L000261,	 Carl,,Levin	 ,"515 North Washington Street, Suite 402 Saginaw, Michigan 48607",(989) 754-2494,(989) 754-2920 
L000261,	 Carl,,Levin	 ,"124 West Allegan, Suite 1810 Lansing, Michigan 48933",(517) 377-1508,(517) 377-1506 
L000261,	 Carl,,Levin	 ,"110 Michigan Street, NW, Room 720 Grand Rapids, Michigan 49503",(616) 456-2531,(616) 456-5147 
L000261,	 Carl,,Levin	 ,"30500 Van Dyke Avenue, #206 Warren, Michigan 48093",(586) 573-9145,(586) 573-8260 
L000261,	 Carl,,Levin	 ,"524 Ludington Street, Suite LL-103 Escanaba, Michigan 49829",(906) 789-0052,(906) 789-0015 
L000261,	 Carl,,Levin	 ,"107 Cass Street, Suite E Traverse City, Michigan 49684-2602",(231) 947-9569, (231) 947-9518 
L000274,Jerry,,Lewis,"1150 Brookside Avenue, Suite J-5 Redlands, California 92373",(909) 862-6030,(909) 335-9155 
L000287,John,,Lewis,"100 Peachtree Street, NW, Suite 1920 Atlanta, Georgia 30303",(404) 659-0116,(404) 331-0947 
L000304,	 Joseph ,,Lieberman	,"1 Constitution Plaza, 7th Floor Hartford, Connecticut 06103", (860) 549-8463,(866) 317-2242 
L000563,Daniel,,Lipinski,"6245 South Archer Avenue Chicago, Illinois 60638",(312) 886-0481,(773) 767-9395 
L000563,Daniel,,Lipinski,"26 South LaGrange Road, Suite 204 LaGrange, Illinois 60525",(708) 352-0524,(708) 352-0927 
L000563,Daniel,,Lipinski,"5309 West 95th Street Oak Lawn, Illinois 60453",(708) 424-0853,(708) 424-1855 
L000554,Frank,A.,LoBiondo,"5914 Main Street Mays Landing, New Jersey 08330",(609) 625-5008,(609) 625-5071 
L000565,David,,Loebsack,"125 South Dubuque Street Iowa City, Iowa 52240",(319) 351-0789,(319) 351-5789 
L000565,David,,Loebsack,"150 1st Avenue, NE, Suite 375 Cedar Rapids, Iowa 52401",(319) 364-2288,319) 364-2994 
L000397,Zoe,,Lofgren,"635 North 1st Street, Suite B San Jose, California 95112",(408) 271-8700,(408) 271-8714 
L000576,Billy,,Long,"3232 East Ridgeview Street Springfield, Missouri 65804",(417) 889-1800,(417) 889-4915 
L000576,Billy,,Long,"2727 East 32nd Street, Suite 2 Joplin, Missouri 64804",(417) 781-1041,(417) 781-2832
L000480,Nita,M.,Lowey,"222 Mamaroneck Avenue, #310 White Plains, New York 10605",(914) 428-1707,(914) 328-1505 
L000491,Frank,D.,Lucas,"2222 West 12th Street Stillwater, Oklahoma 74074",(405) 624-6407,(405) 624-6467
L000491,Frank,D.,Lucas,"10952 Northwest Expressway, Suite B Yukon, Oklahoma 73099",(405) 373-1958,(405) 373-2046 
L000491,Frank,D.,Lucas,"2728 Williams Avenue, Suite F Woodward, Oklahoma 73801",(580) 256-5752,(580) 254-3047
L000569,Blaine,,Luetkemeyer,"3809 South Providence Road, Suite A Columbia, Missouri 65203",(573) 443-1041,(573) 443-1050 
L000569,Blaine,,Luetkemeyer,"201 North 3rd Street, Suite 120 Hannibal, Missouri 63401",(573) 231-1012,(573) 231-1014 
L000569,Blaine,,Luetkemeyer,"516 Jefferson Street Washington, Missouri 63090",(636) 239-2276,(636) 239-0478 
L000504,	 Richard ,,Lugar	 ,"1180 Market Tower, 10 West Market Street Indianapolis, Indiana 46204",(317) 226-5555,(317) 226-5508
L000504,	 Richard ,,Lugar	 ,"6384 A West Jefferson Boulevard Ft. Wayne, Indiana 46804",(260) 422-1505,(260) 424-1342 
L000504,	 Richard ,,Lugar	 ,"175 West Lincolnway, Suite G1 Valparaiso, Indiana 46383",(219) 548-8035,(219) 548-7506 
L000504,	 Richard ,,Lugar	 ,"101 NW Martin Luther King, Jr. Boulevard, Room 122 Evansville, Indiana 47708",(812) 465-6313,(812) 421-1883
L000570,Ben,Ray,Luján,"811 St. Michaels Drive, Suite 104 Santa Fe, New Mexico 87505",(505) 984-8950,(505) 986-5047 
L000570,Ben,Ray,Luján,"3200 Civic Center NE, Suite 330 Rio Rancho, New Mexico 87144",(505) 994-0499,(505) 994-0550 
L000570,Ben,Ray,Luján,"800 Municipal Drive Farmington, New Mexico 87401",(505) 324-1005,(505) 324-1026 
L000570,Ben,Ray,Luján,"110 West Aztec Avenue Gallup, New Mexico 87301",(505) 863-0582,(505) 863-0678 
L000570,Ben,Ray,Luján,"903 University Avenue Las Vegas, New Mexico 87701",(505) 454-3038,(505) 454-3265 
L000570,Ben,Ray,Luján,"404 West Route 66 Boulevard Tucumcari, New Mexico 88401",(575) 461-3029,(575) 461-3192 
L000571,Cynthia,M.,Lummis,"2120 Capitol Avenue, Suite 2015 Cheyenne, Wyoming 82001",(307) 772-2595,(307) 772-2597 
L000571,Cynthia,M.,Lummis,"100 East B Street, Suite 4003 Casper, Wyoming 82602",(307) 261-6595,(307) 261-6597 
L000571,Cynthia,M.,Lummis,"404 ""N"" Street, Suite 204 Rock Springs, Wyoming 82901", (307) 362-4095,(307) 362-4097 
L000571,Cynthia,M.,Lummis,"45 East Loucks, Suite 300F Sheridan, Wyoming 82801",(307) 673-4608,(307) 673-4982 
L000517,Daniel,E.,Lungren,"2339 Gold Meadow Way, Suite 220 Gold River, California 95670",(916) 859-9906,(916) 859-9976 
L000562,Stephen,F.,Lynch,"88 Black Falcon Avenue, Suite 340 Boston, Massachusetts 02210",(617) 428-2000,(617) 428-2011 
L000562,Stephen,F.,Lynch,"155 West Elm Street, Suite 200 Brockton, Massachusetts 02301",(508) 586-5555,(508) 580-4692 
M001155,Connie,,Mack,"804 Nicholas Parkway East, Suite 1 Cape Coral, Florida 33990",(239) 573-5837,(239) 573-9125 
M001155,Connie,,Mack,"3299 East Tamiami Trail, Suite 105 Naples, Florida 34112",(239) 252-6225,(239) 252-8065 
M000087,Carolyn,B.,Maloney,"1651 Third Avenue, #311 New York, New York 10128",(212) 860-0606,(212) 860-0704 
M000087,Carolyn,B.,Maloney,"21-77 31 Street Astoria, New York 11105",(718) 932-1804,(718) 932-1805 
M001183,"	 Joe
",,Manchin	 ,"300 Virginia Street East, Unit 2630 Charleston, West Virginia 25301",(304) 342-5855,(304) 343-7144 
M001183,"	 Joe
",,Manchin	 ,"217 West King Street, Room 238 Martinsburg, West Virginia 25401",(304) 264-4626,(304) 262-3039 
M001138,Donald,A.,Manzullo,"415 South Mulford Road Rockford, Illinois 61108",(815) 394-1231,(815) 394-3930 
M001138,Donald,A.,Manzullo,"101 North Virginia Street, Suite 170 Crystal Lake, Illinois 60014",(815) 356-9800,(815) 356-9803 
M001158,Kenny,,Marchant,"9901 East Valley Ranch Parkway, Suite 3035 Irving, Texas 75063",(972) 556-0162,(972) 409-9704 
M001179,Tom,,Marino,"181 West Tioga Street, Suite 2 Tunkhannock, Pennsylvania 18657",(570) 836-8020,(570) 836-8026 
M000133,Edward,J.,Markey,"5 High Street, #101 Medford, Massachusetts 02155",(781) 396-2900,(781) 396-3220 
M000133,Edward,J.,Markey,"188 Concord Street, Suite 102 Framingham, Massachusetts 01702",(508) 875-2900
M001142,Jim,,Matheson,"240 East Morris Avenue, #235 South Salt Lake, Utah 84115",(801) 486-1236,(801) 486-1417 
M001142,Jim,,Matheson,"321 North Mall Drive, #E 101B St. George, Utah 84790",(435) 627-0880,(435) 627-1473 
M001142,Jim,,Matheson,"120 East Main Street Price, Utah 84501", (435) 636-3722,(435) 636-3721 
M001163,Doris,O.,Matsui,"501 I Street, Suite 12-600 Sacramento, California 95814-7305",(916) 498-5600,(916) 444-6117 
M000303,John,,McCain,"5353 North 16th Street, Suite 105 Phoenix, Arizona 85016",(602) 952-2410,(602) 952-8702 
M000303,John,,McCain,"122 North Cortez Street, Suite 108 Prescott, Arizona 86301",(928) 445-0833,(928) 445-8594 
M000303,John,,McCain,"4703 South Lakeshore Drive, Suite 1 Tempe, Arizona 85282",(480) 897-6289,(480) 897-8389 
M000303,John,,McCain,"407 West Congress Street, Suite 103 Tucson, Arizona 85701",(520) 670-6334,(520) 670-6637 
M000309,Carolyn,,McCarthy,"300 Garden City Plaza, Suite 200 Garden City, New York 11530",(516) 739-3008,(516) 739-2973 
M001165,Kevin,,McCarthy,"4100 Empire Drive, Suite 150 Bakersfield, California 93309",(661) 327-3611,(661) 637-0867 
M001165,Kevin,,McCarthy,"5805 Capistrano Avenue, Suite C Atascadero, California 93422-7218",(805) 461-1034,(805) 461-1323 
M001170,	 Claire,,McCaskill	 ,"4141 Pennsylvania, Suite 101 Kansas City, Missouri 64111",(816) 421-1639,(816) 421-2562 
M001170,	 Claire,,McCaskill	 ,"555 Independence, Room 1600 Cape Girardeau, Missouri 63703",(573) 651-0964,(573) 334-4278 
M001170,	 Claire,,McCaskill	 ,"5850 A Delmar Boulevard St. Louis, Missouri 63112",(314) 367-1364,(314) 361-8649 
M001170,	 Claire,,McCaskill	 ,"915 East Ash Street Columbia, Missouri 65201",(573) 442-7130,(573) 442-7140 
M001170,	 Claire,,McCaskill	 ,"324 Park Central West, Suite 101 Springfield, Missouri 65806",(417) 868-8745,(417) 831-1349 
M001157,Michael,T.,McCaul,"1550 Foxlake, Suite 120 Houston, Texas 77084",(281) 398-1247,(281) 579-3401 
M001157,Michael,T.,McCaul,"5929 Balcones Drive, Suite 305 Austin, Texas 78731",(512) 473-2357,(512) 473-0514 
M001157,Michael,T.,McCaul,"990 Village Square, Suite B Tomball, Texas 77375",(281) 255-8372,(281) 255-0034 
M001157,Michael,T.,McCaul,"2000 South Market Street, Suite 303 Brenham, Texas 77833",(979) 830-8497,(979) 830-1984 
M001177,Tom,,McClintock,"700 Auburn-Folsom Road, Suite 100 Granite Bay, California 95746",(916) 786-5560,(916) 786-6364 
M001143,Betty,,McCollum,"165 Western Avenue North, Suite 17 St. Paul, Minnesota 55102",(651) 224-9191,(651) 224-3056 
M000355,	 Mitch,,McConnell	 ,"601 West Broadway, #630 Louisville, Kentucky 40202",(502) 582-6304,(502) 582-5326 
M000355,	 Mitch,,McConnell	 ,"771 Corporate Drive, Suite 108 Lexington, Kentucky 40503", (859) 224-8286,(859) 224-9673 
M000355,	 Mitch,,McConnell	 ,"300 South Main Street, Suite 310 London, Kentucky 40741",(606) 864-2026,(606) 864-2035 
M000355,	 Mitch,,McConnell	 ,"2320 Broadway, Suite 100 Paducah, Kentucky 42001",(270) 442-4554,(270) 443-3102 
M000355,	 Mitch,,McConnell	 ,"1885 Dixie Highway, Suite 345 Ft. Wright, Kentucky 41011",(859) 578-0188,(859) 578-0488 
M000355,	 Mitch,,McConnell	 ,"241 East Main Street, #102 Bowling Green, Kentucky 42101",(270) 781-1673,(270) 782-1884 
M001147,Thaddeus,G.,McCotter,"17197 North Laurel Park Drive, Suite 216 Livonia, Michigan 48152",(734) 632-0314,(734) 632-0373 
M001147,Thaddeus,G.,McCotter,"213 West Huron Street Milford, Michigan 48381",(248) 685-9495,(248) 685-9484 
M000404,Jim,,McDermott,"1809 7th Avenue, #1212 Seattle, Washington 98101",(206) 553-7170,(206) 553-7175 
M000312,James,P.,McGovern,"34 Mechanic Street, 1st Floor Worcester, Massachusetts 01608",(508) 831-7356,(508) 754-0982 
M000312,James,P.,McGovern,"371 South Main Street, Suite 102 Fall River, Massachusetts 02721", (508) 677-0140,(508) 677-0992 
M000312,James,P.,McGovern,"8 North Main Street, Suite 200 Attleboro, Massachusetts 02703",(508) 431-8025,(508) 431-8017 
M000312,James,P.,McGovern,"255 Main Street, Room 104 Marlborough, Massachusetts 01752", (508) 460-9292,(508) 460-6869 
M001156,Patrick,T.,McHenry,"87 4th Street NW, Suite A Hickory, North Carolina 28603",(828) 327-6100,(828) 327-8311 
M001156,Patrick,T.,McHenry,"311 East Marion Street, Suite 119 Shelby, North Carolina 28150",(704) 481-0578,(704) 481-0757 
M001156,Patrick,T.,McHenry,"Spruce Pine Town Hall, PO Box 715 Spruce Pine, North Carolina 28777",(828) 765-2729,(828) 765-2701 
M000485,Mike,,McIntyre,"301 Green Street, Room 218 Fayetteville, North Carolina 28301",(910) 323-0260,(910) 323-0069 
M000485,Mike,,McIntyre,"201 North Front Street, Suite 410 Wilmington, North Carolina 28401",(910) 815-4959,(910) 815-4543 
M000485,Mike,,McIntyre,"500 North Cedar Street Lumberton, North Carolina 28358",(910) 735-0610,(910) 739-5085 
M000485,Mike,,McIntyre,"310 Government Center Dr., NE Building S, Unit 1 Bolivia, North Carolina 28422",(910) 253-0158,(910) 253-0159 
M000508,Howard,P.  “Buck”,McKeon,"26650 The Old Road, Suite 203 Santa Clarita, California 91381",(661) 254-2111,(661) 254-2380 
M000508,Howard,P.  “Buck”,McKeon,"1008 West Avenue M-14, Suite E-1 Palmdale, California 93551",(661) 274-9688,(661) 274-8744 
M001180,David,B.,McKinley,"Federal Building, 1125 Chapline Street Wheeling, West Virginia 26003",(304) 232-3801,(304) 232-3807 
M001159,Cathy,,McMorris Rodgers,"10 North Post, Suite 625 Spokane, Washington 99201", (509) 353-2374,(509) 353-2412 
M001159,Cathy,,McMorris Rodgers,"555 South Main Street Colville, Washington 99114",(509) 684-3481,(509) 353-2412 
M001159,Cathy,,McMorris Rodgers,"29 South Palouse Street Walla Walla, Washington 99362",(509) 529-9358,(509) 353-2412 
M001166,Jerry,,McNerney,"5776 Stoneridge Mall Road, Suite 175 Pleasanton, California 94588",(925) 737-0727, (925) 737-0734 
M001166,Jerry,,McNerney,"2222 Grand Canal Boulevard, Suite 7 Stockton, California 95207",(209) 476-8552,(209) 476-8587 
M000627,Patrick,,Meehan,"940 Sproul Road Springfield, Pennsylvania 19064",(610) 690-7323,(610) 690-7329 
M001137,Gregory,W.,Meeks,"153-01 Jamaica Avenue Jamaica, New York 11432-3870",(718) 725-6000,(718) 725-9868 
M001137,Gregory,W.,Meeks,"1931 Mott Avenue, Room 305 Far Rockaway, New York 11691",(718) 327-9791,(718) 327-4722 
M000639,	 Robert,,Menendez	 ,"One Gateway Center, Suite 1100 Newark, New Jersey 07102",(973) 645-3030,(973) 645-0502 
M000639,	 Robert,,Menendez	 ,"208 White Horse Pike, Suite 18 Barrington, New Jersey 08007",(856) 757-5353,(856) 546-1526 
M001176,	 Jeff,,Merkley	 ,"121 SW Salmon Street, #1400 Portland, Oregon 97204",(503) 326-3386,(503) 326-2900 
M001176,	 Jeff,,Merkley	 ,"405 East 8th Avenue, Suite 2010 Eugene, Oregon 97401",(541) 465-6750
M001176,	 Jeff,,Merkley	 ,"10 South Bartlett Street, Suite 201 Medford, Oregon 97501",(541) 608-9102
M001176,	 Jeff,,Merkley	 ,"495 State Street, Suite 330 Salem, Oregon 97301",(503) 362-8102
M001176,	 Jeff,,Merkley	 ,"131 NW Hawthorne Avenue, Suite 208 Bend, Oregon 97701",(541) 318-1298
M001176,	 Jeff,,Merkley	 ,"310 SE Second Street, Suite 105 Pendleton, Oregon 97801",(541) 278-1129
M000689,John,L.,Mica,"100 East Sybelia Avenue, #340 Maitland, Florida 32751-4495",(407) 657-8080,(407) 657-5353 
M000689,John,L.,Mica,"840 Deltona Boulevard, Suite G Deltona, Florida 32725",(386) 860-1499,(386) 860-5730 
M000689,John,L.,Mica,"770 West Granada Boulevard, Suite 315 Ormond Beach, Florida 32174-5180",(386) 676-7750,(386) 676-7748
M000689,John,L.,Mica,"3000 North Ponce de Leon Boulevard, Suite 1 St. Augustine, Florida 32084-8600",(904) 810-5048,(904) 810-5091 
M000689,John,L.,Mica,"613 St. Johns Avenue, Room 107 Palatka, Florida 32177-4643",(386) 328-1622
M000689,John,L.,Mica,"1 Florida Park Drive, Suite 100 Palm Coast, Florida 32137",(386) 246-6042
M001149,Michael,H.,Michaud,"6 State Street, Suite 101 Bangor, Maine 04401",(207) 942-6935,(207) 942-5907 
M001149,Michael,H.,Michaud,"179 Lisbon Street, Ground Floor Lewiston, Maine 04240", (207) 782-3704,(207) 782-5330 
M001149,Michael,H.,Michaud,"445 Main Street Presque Isle, Maine 04769", (207) 764-1036,(207) 764-1060 
M001149,Michael,H.,Michaud,"16 Common Street Waterville, Maine 04901",(207) 873-5713,(207) 873-5717 
M000702,	 Barbara,,Mikulski	 ,"1629 Thames Street, Suite 400 Baltimore, Maryland 21231",(410) 962-4510,(410) 962-4760 
M000702,	 Barbara,,Mikulski	 ,"60 West Street, Suite 202 Annapolis, Maryland 21401",(410) 263-1805,(410) 263-5949 
M000702,	 Barbara,,Mikulski	 ,"6404 Ivy Lane, Suite 406 Greenbelt, Maryland 20770-1407",(301) 345-5517,(301) 345-7573 
M000702,	 Barbara,,Mikulski	 ,"212 West Main Street, Suite 200 Salisbury, Maryland 21801",(410) 546-7711,(410) 546-9324 
M000702,	 Barbara,,Mikulski	 ,"32 West Washington Street, Room 203 Hagerstown, Maryland 21740",(301) 797-2826,(301) 797-2241 
M001154,Brad,,Miller,"1300 St. Mary's Street, Suite 504 Raleigh, North Carolina 27605",(919) 836-1313,(919) 836-1314 
M001154,Brad,,Miller,"125 South Elm Street, Suite 504 Greensboro, North Carolina 27401",(336) 574-2909,(336) 574-0607 
M001150,Candice,S.,Miller,"48701 Van Dyke Avenue Shelby Township, Michigan 48317",(586) 997-5010,(586) 997-5013 
M001139,Gary,G.,Miller,"1800 East Lambert Road, Suite 150 Brea, California 92821",(714) 257-1142,(714) 257-9242 ,ED
M001139,Gary,G.,Miller,"200 Civic Center Drive Mission Viejo, California 92691",(949) 470-8484
M000725,George,,Miller,"1333 Willow Pass Road, Suite 203 Concord, California 94520",(925) 602-1880,(925) 674-0983 
M000725,George,,Miller,"3220 Blume Drive, Suite 160 Richmond, California 94806",(510) 262-6500,(510) 262-1306 
M000725,George,,Miller,"375 G Street, Suite 1 Vallejo, California 94592",(707) 645-1888,(707) 645-1870 
M001144,Jeff,,Miller,"4300 Bayou Boulevard, Suite 13 Pensacola, Florida 32503",(850) 479-1183,(850) 479-9394 
M001144,Jeff,,Miller,"348 SW Miracle Strip Parkway, Suite 24 Ft. Walton Beach, Florida 32548",(850) 664-1266,(850) 664-0851 
M001160,Gwen,,Moore,"219 North Milwaukee Street, Suite 3A Milwaukee, Wisconsin 53202-5818",(414) 297-1140,(414) 297-1086 
M000933,James,P.,Moran,"333 North Fairfax Street, Suite 201 Alexandria, Virginia 22314",(703) 971-4700,(703) 922-9436 
M000934,	 Jerry,,Moran	 ,"1200 Main Street, Suite 402 Hays, Kansas 67601",(785) 628-6401,(785) 628-3791 
M000934,	 Jerry,,Moran	 ,"23600 College Boulevard, Suite 201 Olathe, Kansas 66061",(913) 393-0711,(913) 768-1366 
M000934,	 Jerry,,Moran	 ,"800 SW Jackson, Suite 1108 Topeka, Kansas 66612",(785) 232-2605,(785) 357-0759 
M000934,	 Jerry,,Moran	 ,"3450 North Rock Road, Bldg. 200, Ste. 209 Wichita, Kansas 67226",(316) 631-1410, (316) 631-1297
M001182,Mick,,Mulvaney,"1456 Ebenezer Road Rock Hill, South Carolina 29732",(803) 327-1114,(803) 327-4330 
M001153,	 Lisa,,Murkowski	 ,"101 12th Avenue, Suite 329 Fairbanks, Alaska 99701",(907) 456-0233,(907) 451-7146
M001153,	 Lisa,,Murkowski	 ,"Peterson Tower, 510 L Street, Suite 750 Anchorage, Alaska 99501",(907) 271-3735,(907) 276-4081 
